ID,Description,Entry_ID,Comment,Derived_Meaning_Chintang,Derived_Meaning_English,Derived_Meaning_Nepali,Expanded_Definition_English,Expanded_Definition_Nepali,alt_translation1
SN009080,vermilion,LX002667,,,,,,,सिन्दुर
SN009081,vermilion,sindure,,,,,,,रातोरातो
SN009082,a.place,sindhuli,,,,,,,सिन्धुली
SN009083,soundly,sindhururu,,,,,only in combination with sleep,,झिमझिम
SN009084,cinema,sinema,,,,,,,सिनेमा
SN009085,wooden.pin,sinko,,,,,,,सिन्को
SN009086,wandering.aimlessly,sinleklek,,,,,,,
SN009087,horn,LX002668,,,,,,,सिङ
SN009088,a.middle.name,LX002669,,,,,"male middle name; lit. ""lion""",,सिँह
SN009089,goring.with.horns; butting.with.horns,LX002670,,,,,,,सिङाउरी
SN009090,single,LX002671,,,,,,,एक्लै; एउटा
SN009091,a.place,LX002672,,,,,the city of Singapore,,सिङ्गपुर
SN009092,whole; entire; all; complete,LX002673,,,,,,,सिङगो; सिङ्गो
SN009093,splinter,LX002674,,,,,,,सिन्को
SN009094,a.place,LX002675,,,,,,,सिङ्कुला
SN009095,rest; remains,sip,,,,,,,रहल
SN009096,sheath,LX002676,,,,,,,खोल; दाप
SN009097,cleverness; ability; skill,LX002677,,,,,,,सिप
SN009098,soldier,sipahi,,,,,,,सिपाही
SN009099,offer.against.evil.eye,sipak,,,,,a small amount of food that is flicked away before eating to protect oneself against the evil eye of an unwanted visitor,कुनै चीज खान भन्दा पहिले चोखे नलागोस् भनेर थोरै फालिन्छ खाना,चोखे
SN009100,expert; clever; experienced; skilful,sipalu,,,,,,,सिपालु
SN009101,a.deity,LX002678,,,,,a river deity,,सिप्चुमाङ
SN009102,cockroach,sipdhukuluk,,,,,,,साङ्लो किरो
SN009103,cockroach,LX002679,,,,,,,साङलो
SN009104,CPDP,sipidepi,,,,,Chintang and Puma Documentation Project,,सिपिडि
SN009105,many; innumerably,sipipi,,,,,,,थुप्रै; अनगन्ती
SN009106,local.beer.and.liquor,LX002680,,,,,beer,मुन्धुमी भाषामा जाडलाई सिप्खाँवा डालाउँवा भनिन्छ ।,जाड
SN009107,cooked.meat,sippaula,,,,,,मुन्धुमी भाषामा पकाएको मासुलाई सिप्पाउला भनिन्छ ।,पकाएको मासु
SN009108,sacred.garlic.pear,sippiri,,,,,crateva unilocularis,,सिप्लिकान
SN009109,a.kind.of.bird,LX002681,,,,,,,सिप्रिङ्
SN009110,rustling,LX002682,,,,,e.g. of dry leaves,,सर्याङर्याङ
SN009111,petering.out; dying.down; extinguishing,sipsipsip,,,,,,,
SN009112,dry; dry.up; dry.out,sipt,,,,,of a liquid or an object covered by a liquid film,,सुक्नु
SN009113,dry; dry.up; dry.out,LX002683,,,,,,,सुकाउनु
SN009114,set; close,LX002684,,,,,'set' of the sun,,अस्ताउनु
SN009115,shut,LX002685,,,,,,,बन्द गर्नु
SN009116,recommendation,sipharis,,,,,,,सिफारिस
SN009117,head; top,sir,,,,,,,शीर
SN009118,quilt,sirak,,,,,,,सिरक
SN009119,uppermost.part,siran,,,,,,,सिरान
SN009120,pillow,sirani,,,,,,,सिरानी
SN009121,garland,sirbandi,,,,,,,शिरबन्दी
SN009122,a.deity,LX002686,,,,,,"छिन्ताङ राईहरुले पुछ्ने एउटा देवता ; जो ओम्बोहाङ, छोम्बोहाङका छोरा हुन ।",श्रीहाङ
SN009123,husband,siriman,,,,,,,श्रीमान
SN009124,a.samet,sirimi,,,,,,,सिरिमी (एउटा सामेट)
SN009125,respected.great.people,siriminethami,,,,,,,समाजका मान्यगन्य भद्रभलादमी
SN009126,a.place,sirise,,,,,,,सिरिसे
SN009127,a.deity,LX002687,,,,,god of luck,,भाग्य लेख्ने देउता
SN009128,serial,siriyal,,,,,,,क्रमश
SN009129,creation,sirjana,,,,,,,सृजाना
SN009130,a.name,LX002688,,,,,,,सिर्जना
SN009131,stick,sirkana,,,,,,,सिर्कना
SN009132,trembling,LX002689,,,,,,,
SN009133,chain,LX002690,,,,,,,चेन
SN009134,a.name,sirman,,,,,,,सीरमान
SN009135,crown; coronet,sirpec,,,,,a Rana's head-dress containing the feathers of the bird of paradise,,सिर्पेच्
SN009136,roasted,sirpola,,,,,,पोलेको मासु जुन देवतालाई चढाउनाको लागि प्रयोग गरिन्छ ।,पोलेको
SN009137,blady.grass,siru,,,,,imperata cylindrica,,सिरु
SN009138,reed.field,sirubari,,,,,,,सिरुघारी
SN009139,a.worship,siruthauni,,,,,head raising ceremony,यो पुजा शीर उठाउनकोलागि किरात राईहरुले गर्दछन् ।,शीर उठाउने
SN009140,a.place,sirwani,,,,,,,सिरवानि
SN009141,glass,sisa,,,,,,,शिशा
SN009142,relatives; friend,sisata,,,,,,,ईष्ट
SN009143,bottle,sisi,,,,,,,शिशी
SN009144,highschool,sisielai,,,,,,,
SN009145,slowly ; more.and.more,sisisi,,,,,when feeling pain or becoming ill,,बिस्तारै
SN009146,nettle,sisnu,,,,,,,सिस्नु
SN009147,system,sistam,,,,,,,सिस्टम
SN009148,babies,sisu,,,,,,,शिशु
SN009149,pupil,sisya,,,,,,,शिष्य
SN009150,seat,sit,,,,,,,बस्ने ठाउँ
SN009151,dew; hoarfrost,LX002691,,,,,,,शित
SN009152,a.name,sita,,,,,female name,,सीता
SN009153,a.goddess,LX002692,,,,,,,सीता
SN009154,cool; refreshing; moist,sital,,,,,,,शीतल
SN009155,a.kind.of.dish,sitra,,,,,a dish of a kind of flat fish,,सिद्रा
SN009156,thrust.in,sitt,,,,,,,सिउरनु
SN009157,use; utility,sitti,,,,,,,सित्ति
SN009158,whistle,sitthi,,,,,,,सिठी
SN009159,soldier,siu,,,,,,,सिपाही
SN009160,shoo,LX002693,,,,,used for chasing animals away (especially birds),,हा
SN009161,sew,LX002694,,,,,,,सिउनु
SN009162,a.kind.of.plant,siudhi,,,,,cactus,,सिउडी
SN009163,thrust.in,siur,,,,,,,सिउरनु
SN009164,fruit; nipple,siwa,,,,,,,फल
SN009165,a.name,LX002695,,,,,,,सिवा
SN009166,greeting; salutation; bow,siya,,,,,,,अभिवादन; नमस्कार; ढोग
SN009167,jackal,siyal,,,,,,,स्याल
SN009168,himalaya.onion,LX002696,,,,,allium wallichii,,स्याललसुन
SN009169,a.nickname,siyale,,,,,,,स्याले
SN009170,jackal.den,siyalghari,,,,,place where the jackal lives,,स्यालघारी
SN009171,care,siyar,,,,,,,सियार
SN009172,needle; bodkin; furrow,siyo,,,,,,,सियो
SN009173,sure,siyor,,,,,,,
SN009174,drowsing,LX002697,,,,,,,
SN009175,certainty,LX002698,,,,,,,निश्चय; पत्ता
SN009176,want; have.a.strong.urge.for; would.like.to,LX002699,,,,,,,लाग्नु
SN009177,be.satisfied,LX002700,,,,,,,चित्त बुझ्नु; सन्तुष्ट हुनु
SN009178,terrible,LX002701,,,,,of ache,,
SN009179,small.stick,LX002702,,,,,,,सेक्रा
SN009180,IDEOPH,LX002703,,,,,manner of peeling,केहि कुरा ताछने तरिका बर्णन गर्न आउद्छ ।,सुङझेइँझेइँवा
SN009181,head.louse,LX002704,,,,,,,जुम्रा
SN009182,hard,LX002705,,,,,,,खोस्रोपना
SN009183,snickering; chuckling,LX002706,,,,,,,
SN009184,gain.weight; become.fat,LX002707,,,,,,,मोटाउनु
SN009185,put.in; fit.in; insert; cram; stuff,LX002708,,,,,,,हाल्नु; घुसाउनु
SN009186,be.stuck; be.stuffed,LX002709,,,,,,,हालिनु; घुस्नु
SN009187,feed,LX002710,,,,,,,खुवाउनु
SN009188,nit,LX002711,,,,,,,लिखा
SN009189,spirit; ghost,LX002712,,,,,the soul of a dead person,,मृतात्मा; प्रेतात्मा
SN009190,be.torn; break.apart; come.off,LX002713,,,,,,,उक्कनु; लुछिनु; भाँचिनु
SN009191,tear.off; draw.off; tear.out; pull.out; tear.apart; unfold; unravel,LX002714,,,,,,,उक्काउनु; लुछ्नु; भाँच्नु
SN009192,deeply; very.well,LX002715,,,,,of sleep,,
SN009193,a.ritual,LX002716,,,,,a ritual that has to performed to apologise to a god for not performing some other ritual in time,जुन पूजा समयमा गर्न नसक्दा देवता रिसाउलान् भनी माफी माग्न गरिने पूजा,एक प्रकारको पूजा
SN009194,wood; firewood,LX002717,,,,,,,काठ; दाउरा
SN009195,a.kind.of.tiger,LX002718,,,,,,,एक प्रकारको बाघ
SN009196,stick,LX002719,,,,,,,लट्ठी
SN009197,splinter,LX002720,,,,,,,सिन्को
SN009198,a.kind.of.plant,LX002721,,,,,glochidion multiloculare,,बाङ्गेकाठ
SN009199,bark,LX002722,,,,,"may also be used for dried snot (""bark of the nose"")",,बोक्रो
SN009200,tree,LX002723,,,,,,,रूख
SN009201,ask,LX002724,,,,,,,सोध्नु
SN009202,hunger,LX002725,,,,,,,भोक
SN009203,tree,LX002726,,,,,,,रूख
SN009204,symptom,LX002727,,,,,,,
SN009205,well; well.arranged,LX002728,,,,,,,राम्ररी; क्रमैसँग
SN009206,hurriedly; without.stopping; fast,LX002729,,,,,"only for controlled actions; fast repeated action using one's hands, as when eating or beating someone",,
SN009207,remove,LX002730,,,,,esp. lice,,लुछ्नु; निकाल्नु
SN009208,sharp; strong,LX002731,,,,,"a sudden smell or taste that is surprisingly intensive, typically in an unplesant way.",,कडा
SN009209,towards; around,LX002732,,,,,mostly with times,,-तिर
SN009210,continuously,LX002733,,,,,,,सररर
SN009211,tear.at; tug; drag,LX002734,,,,,,,च्यात्नु
SN009212,a.kind.of.creeper,LX002735,,,,,a creeper the roots of which are similar to yam and can be eaten,,भ्याकुर
SN009213,hornet,LX002736,,,,,,,अरिङ्गाल
SN009214,verse,slok,,,,,,,श्लोक
SN009215,memorial,smarak,,,,,,,स्मारक
SN009216,sss; bzzz,so,,,,,"imitation of the hissing sound of air when flowing through a narrow opening; buzzing, humming or hissing sound",,स्या
SN009217,beauty; splendor; decoration,sobha,,,,,,,शोभा
SN009218,ECHO,sobhab,echo word for <khabar> ('news'),,,,,,सोभब
SN009219,thought; consideration,soc,,,,,,,सोच
SN009220,think,LX002737,,,,,,,सोच्नु
SN009221,thought; thinking,socai,,,,,,,सोचाई
SN009222,thoughtful,soci,,,,,,,सोच
SN009223,ask,sodh,,,,,,,सोधनु
SN009224,question,sodhani,,,,,,,सोधनी
SN009225,a.place,soembhu,,,,,the Svayambhu stupa in Kathmandu,,स्वयम्भु
SN009226,worry,sog,,,,,,,चिन्ता; शोक
SN009227,shock,sogh,,,,,,,शोक
SN009228,sweep; clean,sohor,,,,,,,सोहोर्नु
SN009229,soybean,soibin,,,,,,,भट्मास
SN009230,bamboo,soila,,,,,,मुन्धुमको भाषामा बाँसलाई साकबाला सोइला भनिन्छ ।,बाँस
SN009231,a.name,soile,,,,,,,सोइले
SN009232,aimlessly; in.vain; futile; just.like.that,soita,,,,,,,त्यत्तिकै; रित्तो; काम नलाग्ने; ब्यर्थ
SN009233,a.clan.of.Chintang.Rai,LX002738,,,,,,,राईको एउटा पाछा
SN009234,simple; straight; frank; honest,sojho,,,,,,,सोझो
SN009235,in.vain,sojje,,,,,,,ब्यर्थ
SN009236,flowing,soksoksok,,,,,small amount of liquid flowing,,
SN009237,happy,sokha,,,,,,,सुखिया
SN009238,sole,sol,,,,,,,सोल
SN009239,put.into,LX002739,,,,,,,लगाउनु
SN009240,solar.plant,solar,,,,,,,सोलर
SN009241,sliding; flowing,solele,,,,,something slipping or sliding down,,
SN009242,funnel,soli,,,,,,,सोली
SN009243,basket,LX002740,,,,,,,सोली
SN009244,calabash,LX002741,,,,,,भाषामा चिण्डोलाई सोलोइँवा लामलोइँवा भनिन्छ ।,चिण्डो
SN009245,straightly,soloksolok,,,,,,,
SN009246,crawling; sliding; flowing,sololo,,,,,"The sound of something big moving close to the ground, e.g. a big snake or also a river in its bed",,
SN009247,brother.in.law,solti,,,,,,,सोल्टी
