ID,Description,Entry_ID,Comment,Derived_Meaning_Chintang,Derived_Meaning_English,Derived_Meaning_Nepali,Expanded_Definition_English,Expanded_Definition_Nepali,alt_translation1
SN006053,a.name,mandes,,,,,,,मन्देशे
SN006054,temple,mandir,,,,,,,मन्दिर
SN006055,wooden.rod,mandhani,,,,,,,मधानी
SN006056,meaning,mane,,,,,of a word,,माने
SN006057,a.kind.of.wild.taro,LX001739,,,,,,,माने
SN006058,is.not; no,LX001740,,,,,,,होइन
SN006059,DIM,-mane,,,,,diminutive,,-माने
SN006060,a.protoclan,LX001741,,,,,"one of four protoclans (Okkhibung, Khiribung, Manebung, Dhiwabung) that derived from Chendahang",,मानेबुङ
SN006061,a.vegetable,mangarbhuja,,,,,,,मगरभुजा
SN006062,a.name,mani,,,,,male name,,मनि
SN006063,obeying,LX001742,,,,,,,मानि
SN006064,a.name,manicande,,,,,,,मणिचन्डे
SN006065,suppose,manili,,,,,,,मानिलिनु
SN006066,acceptance,maniparma,,,,,,,मानेको
SN006067,a.name,maniraj,,,,,,,मनिराज
SN006068,human.being,manis,,,,,,,मानिस
SN006069,a.name,manisa,,,,,female name,,मनिसा
SN006070,paste; tooth.paste,manjan,,,,,,,मञ्जन्
SN006071,a.name,manju,,,,,female name,,मन्जु
SN006072,ready,manjur,,,,,,,मन्जुर
SN006073,peacock,manjura,,,,,,,मयूर
SN006074,a.name,manke,,,,,name of an ox,,मान्के
SN006075,deep.inside; in.one's.heart,manmanai,,,,,,,मनमनै
SN006076,a.name,manoj,,,,,male name,,मनोज
SN006077,be.pleasant; be.likable,manpar,,,,,,,मनपर्नु
SN006078,as.one.likes,manpori,,,,,,,मनपरी
SN006079,exorcise,mansau,,,,,,,मन्साउनु
SN006080,a.name,mansu,,,,,,,मन्सु
SN006081,a.name,mansuba,,,,,,,मनसुवा
SN006082,forget,mant,,,,,,,बिर्सनु
SN006083,a.name,mantara,,,,,male name,,मन्त्र
SN006084,charm; incantation; mantra,mantra,,,,,,,मन्त्र
SN006085,ministry,mantralaya,,,,,ministry in the Government of Nepal,,मन्त्रालय
SN006086,minister,mantri,,,,,,,मन्त्री
SN006087,a.name,manu,,,,,male name,,मनु
SN006088,human.being; person; man,manukhe,,,,,,,मानिस; मनुखे
SN006089,honourableness; respectability; worthiness; credit; respect; principle; belief,manyata,,,,,,,मान्यता
SN006090,god; deity; prayer; worship,LX001743,,,,,,,देवता; पूजा
SN006091,SPEC.TOP,LX001744,,,,,negating a topic or specific topic; directs the listener's attention to a new topic,,चाहिं
SN006092,shaman; priest,LX001745,,,,,any individual professionally involved in the performance of religious rituals,,धामी; पुजारी
SN006093,bag.for.rituals,LX001746,,,,,sewn bag used in some rituals along with the puwalo पुवालो,,
SN006094,a.deity,LX001747,,,,,protective god,,छाता जस्तो ढाक्ने देउता
SN006095,child.of.god,LX001748,,,,,,,माङ्छा
SN006096,son.of.ɡod,LX001749,,,,,,,देउताको छोरा
SN006097,song.of.god,LX001750,,,,,"song of god, sung by the shaman/priest",,माङ्छारीङ
SN006098,wart,LX001751,,,,,,,मुसा
SN006099,divination; oracle,LX001752,,,,,,,जोखना
SN006100,a.deity,LX001753,,,,,,,देउता
SN006101,auspicious,LX001754,,,,,,,मंगल
SN006102,a.caste,LX001755,,,,,,,मगर
SN006103,house.altar,LX001756,,,,,an altar found in traditional Chintang Rai homes which is made of four vertically erected bamboo sticks and decorated with wahilim leaves,छिन्ताङ राईहरूको घरभित्र चारवटा बाँसका लौरा खडा गरी र वाहिलिमका पात सजाइ बनाइएको देवताको थान,थानी
SN006104,little; slightly; hardly; slowly; weakly; lightly,LX001757,,,,,,,थोरै; बिस्तारै; कम्जोर; हल्का
SN006105,a.little; a.bit,LX001758,,,,,used when a small amount is negatively connotated,,अलिअलि; अलिकति
SN006106,rice.for.sacrifice,LX001759,,,,,rice to be offered to the gods,देवतालाई चढाउनको लागि पकाएको पवित्र भात,प्रसाद
SN006107,tomorrow,LX001760,,,,,,,भोलि
SN006108,soul; doubt; suspicion,LX001761,,,,,,,आत्मा; भित्री मन; शङ्कालु मन; शङ्का
SN006109,doubt,LX001762,"only with caiʔs- as 'have doubts, be in doubt'",,,,,,शङ्का
SN006110,garlic,LX001763,,,,,,,लसुन
SN006111,beer.for.sacrifice,LX001764,,,,,local beer to be offered to the gods,,देवतालाई चढाउनको लागि बनाईएको जाँड
SN006112,temple,LX001765,,,,,,,मन्दिर
SN006113,a.festival,LX001766,,,,,the second and most popular phase of the wadhaŋmi festival,वाढाङमि पर्वको दोस्रो महत्वपुर्ण काऱ्य जसमा जोखना हेर्ने काम गरिन्छ,एक प्रकारको पर्व
SN006114,Tuesday,LX001767,,,,,,,मङ्गलबार
SN006115,a.ritual,LX001768,,,,,the most important subritual of the wadhaŋmi festival. It is repeated at different sites on different days and features the sacrifice of a cock whose death is examined as to its auspiciousness,वाढाङमि पर्वमा गरिने महत्वपुर्ण विधि जसमा भालेमा जोखना हेरी शुभ अशुभ हेरिन्छ,एक प्रकारको पूजा
SN006116,ancestor.worshipper,LX001769,,,,,,,पितृ पुज्ने
SN006117,a.clan,LX001770,this could be a Bantawa clan,,,,,,माङफाङ
SN006118,a.name,LX001771,,,,,,,मङरती
SN006119,a.kind.of.ginger,LX001772,,,,,,,फच्चयाङ
SN006120,materials,LX001773,,,,,the materials required for a ritual,,पूजाको लागि चाहिने सामान
SN006121,a.festival,LX001774,,,,,,उढौली सेवा मङसिरे चाडमा गरिन्छ ।,मङसिरे
SN006122,god's.village,LX001775,,,,,,,देउताको गाउँ
SN006123,a.place,LX001776,,,,,the famous Jalpa Devi temple located in Chintang,,जाल्पा देवी मन्दिर
SN006124,maoist; maoist.party,maobadi,,,,,,,माओवादी
SN006125,a.person,LX001777,,,,,"Mao Zedong, Chinese communist and founding father of the People's Republic of China",,माओसेतुङ
SN006126,excuse,maph,,,,,,,माफ
SN006127,forgiveness; amnesty,maphi,,,,,,,माफी
SN006128,muffler,maphlar,,,,,,,गलबन्दी
SN006129,wife,maphu,,,,,,,स्वास्नी
SN006130,kill; switch.off,mar,,ghũda marnu ; maya marnu,bend one's knee ; forget,घुँडा मार्नु ; माया मार्नु; (मान्छेलाई) बिर्सनु,,,मार्नु
SN006131,die; be.hit,LX001778,,,,,,,मर्नु
SN006132,no,mara,,,,,,,होइन
SN006133,Q,LX001779,,,,,,,होइन
SN006134,be.not; be.no.good,LX001780,,,,,,,होइन
SN006135,lattice,LX001781,,,,,a kind of shelf above the fireplace and above the phop lattice that is used for storing things,चुलो माथिको सामान राख्ने ठाउँ,भार
SN006136,chilli,marci,,,,,,,खुर्सानी
SN006137,a.name,marga,,,,,of a pond,,मार्गा
SN006138,flu; cold,margi,,,,,,,मार्गि; रुघा
SN006139,black.pepper,maric,,,,,,,मरिच्
SN006140,a.name,marijana,,,,,,,मरिजान
SN006141,somehow; hardly,marimari,,,,,,कठिन तरिकाले,मरीमरी
SN006142,will; wish; declaration,marji,,,,,,,मर्जी
SN006143,marksheet,marksit,,,,,,,मार्कशीट
SN006144,mortal,marte,,,,,,,मर्त्य
SN006145,earth,martelok,,,,,,,मर्त्यलोक
SN006146,desert,maru,,,,,,,मरु
SN006147,a.kind.of.dance,maruni,,,,,,छिन्ताङ राईहरुले मनाउने सरस्वती पूजामा यो नाच नाचिन्छ ।,मारुनि
SN006148,a.kind.of.lentil,mas,,,,,,,मास
SN006149,get.lost,LX001782,,,,,,,हराउनु
SN006150,lose,LX001783,,,,,,,हराउनु
SN006151,month,LX001784,,,,,,,मास
SN006152,do.away.with; spend,LX001785,,,,,,,मास्नु
SN006153,spice,masala,,,,,,,मसला
SN006154,whore; hoe,masali,,,,,,,मसाली
SN006155,ghost,masan,,,,,,,मसान
SN006156,burning.ground,masanghat,,,,,,,मसानघाट
SN006157,last.day.of.the.Nepali.month,masanta,,,,,,,मसान्त
SN006158,expediture,masauta,,,,,,,मसौता
SN006159,a.kind.of.beans,masem,,,,,,,मस्याम
SN006160,pellet.of.soy.bean.paste,maseura,,,,,,,मस्यौरो
SN006161,black.lentil,masi,,,,,,,मास
SN006162,ink,LX001786,,,,,,,मसी
SN006163,mucus; slimy.shit; dysentery,LX001787,,,,,,पखाला लागेको मानिसको दिशामा देखिने मांस ।,मासि
SN006164,small; short,masino,,,,,,,सानो
SN006165,wife,LX001788,,,,,,,स्वास्नी; बुढी
SN006166,greedily; without.stopping,masmasti,,,,,,,मसमस्ती
SN006167,IDEOPH,massakkai,,,,,,,मसक्कै
SN006168,nicely; well,masta,,,,,,,मज्जाले
SN006169,puffed.up; proud; overweening,LX001789,,,,,,,मस्त
SN006170,teacher; master,mastar,,,,,,,शिक्षक
SN006171,masters.degree,mastars,,,,,,,
SN006172,merriness; jolliness; enjoyment,masti,,,,,,,मस्ती
SN006173,upside,mastira,,,,,,,मास्तिर
SN006174,meat; flesh,masu,,,,,,,मासु
SN006175,get.drunk; lose.control,mat,,,,,,,मात्नु
SN006176,idea,LX001790,,,,,,,मत
SN006177,mother,mata,,,,,,,माता
SN006178,motor; motor.car; vehicle,matar,,,,,,,मोटर
SN006179,motorcycle,matarsaikil,,,,,,,मोटरसाइकल
SN006180,small.earthen.pot,matiya,,,,,,,मटिया
SN006181,intention; meaning; purpose; sense,matlab,,,,,,,मत्लब्; मतलब
SN006182,mud; soil,mato,,,,,,,माटो
SN006183,balance,matra,,,,,,,मात्रा
SN006184,only,matrai,,,,,,,मात्रा
SN006185,a.name; a.group.of.goddesses,matrika,,,,,female name.,,मात्रिका
SN006186,a.name,mattare,,,,,,,मट्टरे
SN006187,kerosene,mattitela,,,,,,,मट्टितेल
SN006188,a.name,matth,,,,,,,मठ्ठे
SN006189,group.of.drunkards,matuwali,,,,,,,मतुवाली
SN006190,up,mathi,,,,,,,माथि
SN006191,upper,mathillo,,,,,,,माथिल्लो
SN006192,a.mythological.demon,mathura,,,,,,,मधु राक्छेस; मथुरा
SN006193,chance; opportunity,mauka,,,,,,,मौका
SN006194,parents; ancestors,maupauce,,,,,,,आमाबुवा
SN006195,bee,mauri,,,,,,,मौरि
SN006196,a.name,mausam,,,,,female name,,मौसम
SN006197,weather; season,mausim,,,,,,,मौसिम्
SN006198,bad.omen; bad.thing; bad.luck,mauwa,,,,,,,दुर्भाग्य; अशुभ
SN006199,a.ritual,mawal,,,,,,,देवलि मावलि
SN006200,mother's.brother's.house,mawali,,,,,,,मावाली
SN006201,love; affection,maya,,,,,,,माया
SN006202,a.middle.name,LX001791,,,,,"female middle name; lit. ""love""",,माया
SN006203,PASS.PTCP,LX001792,,,,,passive participle,,-एको; -इएको
SN006204,be,LX001793,,,,,,,छैन्; हुदैन्
SN006205,be.not.there; do.not.have; no; without,LX001794,,,,,,,होइन
SN006206,be.not.there; do.not.have; no; without,LX001795,,,,,,,नहुनु
SN006207,body; somebody; person; man,LX001796,,,,,,,जीउ; मान्छे
SN006208,goat,me,,,,,,,मे
SN006209,baa,LX001797,,,,,imitation of the bleating of a goat,,म्या
SN006210,wife,meccha,,,,,,,जोई; स्वास्नी
SN006211,daughter; female,mechacha,,,,,,,छोरी; केटी
SN006212,a.hearthstone,LX001798,,,,,one of the three hearthstones found in all Chintang Rai homes,छिन्ताङ राईहरूको चुलोमा रहेको तिनवटा ढुङ्गाको एउटा,मेहाइ:मा
SN006213,a.name,meharman,,,,,male name,,मेहरमान
SN006214,henna.paste.used.for.bodypainting,mehendi,,,,,,,मेहेन्दी
SN006215,thing; whatchamacallit; FILLER,LX001799,"this variant of meĩ is nominal in every respect, including morphology (meĩce, meĩbe, meĩbekoce...).",,,,used to replace nouns whose production is delayed,,यो
SN006216,uhm,LX001800,,,,,,,अँ
SN006217,illness; harm,meima,,,,,,,वर्नु
SN006218,maa,LX001801,,,,,goat bleating,,मेइँया
SN006219,DESI,LX001802,"only appears together with si- 'feel' for the composite meaning 'want to do, feel like doing'",,,,desiderative,,
SN006220,major,mejar,,,,,,,मेजर
SN006221,measurement,mejarment,,,,,,,नापि
SN006222,treat; hospitality,mejman,,,,,,,मेज्मान
SN006223,good.night,mekki,,,,,used for children,,
SN006224,nightingale,mekkorek,,,,,,,जुरेली
SN006225,tired,mekmekmek,,,,,being very tired and therefore falling asleep or sleeping deeply already,,
SN006226,choose; like,mekt,,,,,choose or like a person of the opposite sex,,रोज्नु; (बिपरित लिंगको मान्छेलाई) मन पराउनु
SN006227,a.name,mekh,,,,,,,मेख
SN006228,a.dress,mekhli,,,,,a sleeveless outer garment of white cotton worn by Limbu women,,मेख्लि
SN006229,flatten; level; adjust; dress,mel,,,,,,,मिलाउनु; सम्माउनु
SN006230,festival,mela,,,,,,,मेला
SN006231,a.kind.of.quince,melcuk,,,,,the fruit of cydonia indica,,मेहेल
SN006232,unity; mutuality; combination,melmilap,,,,,,,मेलमिलाप
SN006233,allotted.task; job; work; place.of.work; order.of.work; arrangement; method,melo,,,,,,,मेलो
SN006234,memory,memori,,,,,,,जेहन्; फुम्; याद्; सम्झना; स्मरण्; स्मृति
SN006235,man,men,,,,,,,मान्छे
SN006236,IDEOPH,mencire,,,,,,,मेनचिरे
SN006237,management,menejment,,,,,,,व्यवस्थापन
SN006238,genitals,menjupa,,,,,,,तुरि
SN006239,a.name,menu,,,,,,,मेणु
SN006240,cat,menuwa,,,,,,,बिरालो
SN006241,mango,LX001803,,,,,,,आँप
SN006242,ginger,LX001804,,,,,,मुन्धुमको भाषामा अदुवालाई सिबिचोङ मेङ्माचोङ भनिन्छ ।,अदुवा
SN006243,lean.over; lean.down; incline; bend,LX001805,,,,,of a vertical object,,ढल्कनु
SN006244,bend,LX001806,,,,,,,ढल्काउनु
SN006245,a.name,mepi,,,,,,,मेपी
SN006246,oh,meribassai,,,,,,,मेरी बास्सै
SN006247,1sPOSS,mero,,,,,,,मेरो
SN006248,machine,mesin,,,,,,,मेसिन
SN006249,erase,met,,,,,,,मेट्नु
SN006250,material,metariyal,,,,,,,मटेरियल
SN006251,be.long,mett,,,,,,,लामो हुनु
SN006252,be.long; be.big; be.tall,LX001807,,,,,,,अग्लो हुनु; लामो हुनु
SN006253,manipulate; treat; dress; make; create; destroy; mess.with; build,LX001808,,,,,,,गर्नु; ब्यबहार गर्नु; (लुगा) लगाउनु
SN006254,be.manipulated; be.changed; be.done.with; be.messed.with; be.destroyed; become.unusable,LX001809,,,,,,,गरिनु; बिग्रिनु
SN006255,do.with/to; do.for; make.into; make,LX001810,,elup meiʔma ; siya meiʔma,shame; make.feel.ashamed ; bow,लाज पार्नु ; ढोग्नु,meaning ‘make’ with qualities (make big etc.),,गर्नु; गरिदिनु; पार्नु
SN006256,tell; inform; pass.a.message.to,LX001811,,,,,,,सुनाउनु
SN006257,COMPLETIVE,LX001812,,,,,,,
SN006258,CAUS,-mett,"this is clearly not a V2 as it doesn't have the disyllabic host constraint. It is, however, also not a typical affix since it can host prefixes (and in fact hosts them much more frequently than the stem it's attached to).",,,,,,-आउ
SN006259,rub; delete; break,mettau,,,,,,,मेटाउनु
SN006260,meow,meu,,,,,imitation of the meowing of a cat,बिरालो कराएको आवाजको अनुकरण,म्याउँ
SN006261,papaya,mewa,,,,,,,मेवा
SN006262,friends.and.relatives; children,LX001813,,,,,,मुन्धुमको भाषामा बालबच्चालाई ठाङ्ना मे:ना भनिन्छ ।,ईष्टमित्र; बालबच्चा
SN006263,a.deity,LX001814,,,,,,,मेट्नाहाङ
SN006264,fire,mi,,,,,,,आगो
SN006265,small; little; a.little; few,LX001815,bound adjective: only appears with nominalisers -go and -kha,,,,,,सानो; थोरै
SN006266,IDEOPH,LX001816,,,,,,,मि
SN006267,NEG.1/2p,-mi,,,,,,,
SN006268,press; finish,mic,,,,,,,मिच्नु
SN006269,a.hearthstone,LX001817,,,,,one of the three hearthstones found in all Chintang Rai homes,छिन्ताङ राईहरूको चुलोमा रहेको तीनवटा ढुङ्गाको एउटा,मिचालुङ
SN006270,a.name,miccili,,,,,,,मिच्चिली
SN006271,a.kind.of.flower,LX001818,,,,,a flower growing in the jungle and being used in rituals,पूजामा प्रयोग गरिने जङ्गली फूल,एक प्रकारको फूल
SN006272,a.kind.of.flower,micilimma,,,,,a flower growing in the jungle and being used in rituals,,मिचिलिम्मा
SN006273,mind; thought; attention,LX001819,,,,,,,मन; बिचार
SN006274,worshipper,michama,,,,,,मुन्धुमको भाषामा पूजारीलाई डामछामा मिछामा भनिन्छ ।,पुजारी
SN006275,honourable.son,michana,,,,,,,देउताको छोरा
SN006276,frock,midi,,,,,,,मिड्डी
SN006277,work; effort,mihinet,,,,,,,मिहिनेत
SN006278,Mijuram,mijuram,,,,,,इन्डियाको एउटा ठाउँको नाम,मेजुराम
SN006279,fireplace; oven,LX001820,,,,,,,अगेनु; चुलो
SN006280,swallow,mil,,,,,,,निल्नु
SN006281,fit; come.together,LX001821,,,,,,,मिल्नु
SN006282,arrangement; agreement,milai,,,,,,,मिलाई
SN006283,a.name,milan,,,,,male name,,मिलन
SN006284,sitting.together; agreement; good.relation; peace,milap,,,,,,,मिलाप्
SN006285,bring.together; match; manage; reconcile; resolve; arbitrate,milau,,,,,,,मिलाउनु
SN006286,milliliter,mililitar,,,,,,,मिलि लिटर
SN006287,a.kind.of.insect,mim,,,,,,,छिछिमीरा
SN006288,noodle,mimi,,,,,,,मिमि
SN006289,a.name,mina,,,,,,,मिना
SN006290,mincouwari,LX001822,,,,,an edible mushroom,एक प्रकारको खाने च्याउ,मिन्चोउँवरि
SN006291,minute,minet,,,,,,,मिनेट्
SN006292,termite; white.ant,mintukuluk,,,,,flying termite,,छिचिमिरो
SN006293,IDEOPH,minu,,,,,calling a cat; the sound of a cat,,सुरी; मिनु
SN006294,a.name,mira,,,,,,,मिरा
SN006295,a.name,miraj,,,,,,,मीराज
SN006296,deer,mirga,,,,,,,मृग
SN006297,a.name,mirgendra,,,,,male name,,मिर्गेन्द्र
SN006298,tail,miri,,,,,,,पुच्छर
SN006299,a.place,mirmire,,,,,,,मिरमिरे
SN006300,lady; teacher,mis,,,,,unmarried female teacher,,मिस
SN006301,mix,LX001823,,,,,,,मिस्नु
SN006302,a.person,misaelbalak,,,,,"Michael Ballack, German football player",,मिसाईल बालाक
SN006303,smoke,misam,,,,,,,धुवा
SN006304,mix,misau,,,,,,,मिसाउनु
SN006305,mixed; adulterated,miskat,,,,,,,मिस्कट्
SN006306,IDEOPH,mismis,,,,,manner.of.laughing - 'manner of laughingwithout producing sound'.,,मुसुमुसु
SN006307,mixed; manyfold,misre,,,,,,,
SN006308,FILLER,misreko,,,,,,,मिस्रेको
SN006309,lump.of.sugar; sugar.candy,misri,,,,,,,मिस्री
SN006310,misuse,missuc,,,,,,,दुरुपयोग
SN006311,mister,mistar,,,,,,,मिस्तार
SN006312,carpenter; artisan,mistri,,,,,,,मिस्त्रि
SN006313,friend,mit,,,,,designates friends bound together by special rituals in Hindu culture,,साथी
SN006314,metre,mitar,,,,,,,मिटर
SN006315,date,miti,,,,,,,मिती
SN006316,meeting,LX001824,,,,,,,मीटिङ
SN006317,a.name,mitre,,,,,,,मित्रे
SN006318,think; think.of; remember,mitt,,,,,,,सोच्नु; सम्झनु
SN006319,like.to; think.about.doing,LX001825,"shares P/T/G with embedded transitive verb, takes embedded intransitive verb as faded P",,,,,,(गर्न) मन लाग्नु
SN006320,think; feel.like,LX001826,,,,,,,सोच्नु; मन लाग्नु
SN006321,candy; sweets; sweetmeat,mithai,,,,,,,मिठाई
SN006322,sweet; delicious; savoury; agreeable,mitho,,,,,,,मिठो
SN006323,ash,mithuluk,,,,,,,खरानी
SN006324,flame,miulap,-lap can't occur alone,,,,,,ज्वाला
SN006325,burning.coal,miurak,-rak can't occur alone in this function,,,,,,जलिरहेको कोइला
SN006326,mincing; tripping,LX001827,,,,,,,
SN006327,thinking; opinion; remembrance; conscience,LX001828,,,,,,,सम्झना
SN006328,very.small; very.little; very.few,LX001829,bound adjective: only appears with nominalisers -go and -kha,,,,,,धेरै सानो; एकदम थोरै
SN006329,a.little; a.bit,LX001830,,,,,,,अलिकति; अलिअलि; थोरै; कम
SN006330,3pS/A,LX001831,,,,,,,
SN006331,eye,LX001832,,,,,,,आँखा
SN006332,evil.eye,LX001833,,,,,,,आँखी
SN006333,know; recognize,LX001834,mɨkseĩ can't occur alone,,,,,,चिन्नु
SN006334,a.kind.of.tree,LX001835,,,,,sapium insigne,,खिर्रा
SN006335,holy.leaf,LX001836,,,,,,,पवित्र पात
SN006336,eyeball,LX001837,,,,,,,आँखाको नानी
SN006337,bamboo.stick,LX001838,,,,,,,तीन ठाउँ खुर्केको बाँसको लट्ठी
SN006338,eyebrow,LX001839,,,,,,,आँखीभौं; भृकुटी
SN006339,area.around.eyebrows,LX001840,,,,,,,आँखीभौं लगायत आँखीभौं वरिपरिको भाग
SN006340,tear,LX001841,,,,,,,आँसु
SN006341,sleepy.dust,LX001842,,,,,dried secretions and dirt around the eyes,,कचेरा
SN006342,be.stunned; not.to.know.what.to.do; become.dumb; be.absent.minded,LX001843,,,,,,,एकोहोरिनु; अतालिनु; होस हराउनु
SN006343,mother.of,-mma,"This is a contracted form of u-mma [3sPOSS-mother] that is used in combination with names, e.g. bisumma ""Vishnu's mother"". Such compounds are frequently used to refer to women.",,,,,,-को आमा
SN006344,CIT,mo,,,,,"marks elements which can't be interpreted in the present context, either because they have been uttered/thought in a different context (= citations) or because it's their form that is being referred to (= words with unclear meaning etc.)",,भनेर; भनेको
SN006345,DEM.DOWN,LX001844,,,,,demonstrative (down),,त्यो (तल)
SN006346,DIST,LX001845,,,,,,,ऊ
SN006347,mobile.phone; cellphone,mobail,,,,,,,मोबाइल
SN006348,after.that,LX001846,,,,,,,त्यसपछि
SN006349,DEM.LOC,modda,,,,,there,,त्यहाँ
SN006350,a.name,mohan,,,,,male name,,मोहन
SN006351,a.name,mohandas,,,,,,,मोहनदास
SN006352,eight.anna,mohar,,,,,an old monetary unit; equivalent to half a rupee,,मोहर
SN006353,a.name,mohondhoj,,,,,,,मोहनधोज
SN006354,fifty.paisa,mohor,,,,,,,मोहोर
SN006355,over.there,mohyatni,,,,,,,उता; पारि
SN006356,sock; stocking,moja,,,,,,,मोजा
SN006357,well,mojja,,,,,,,राम्ररी; राम्रो; मज्जाले
SN006358,mumbling,mokkhakmokkhak,,,,,,,
SN006359,DIST,moko,,,,,,,त्यो
SN006360,unconscious; insensible,mokro,,,,,,,बेहोश
SN006361,jug,mokh,,,,,,,जग
SN006362,rub; roll; knead,mol,,,,,,,मोल्नु
SN006363,manure; fertilizer,LX001847,variants in -ll with -a [NTVZ] nativizer,,,,,,मल
SN006364,isn't.it,molok,,,,,,,होइन
SN006365,be.surrounded; be.covered,momd,,,,,,,घेरिनु; छोपिनु
SN006366,surround; threaten,LX001848,,,,,,,घेर्नु
SN006367,filled.dumpling,momo,,,,,"a kind of steamed filled dumpling, a dish that is popular all over Nepal",,मोमो
SN006368,contract; take.over,moms,,,,,"diseases, lice etc.",,"(रोग, जुम्रा) सर्नु"
SN006369,a.name,monara,,,,,,,मोनरे
SN006370,morning,LX001849,,,,,,,
SN006371,at.will; as.one.likes,monpori,,,,,,,मनपरि
SN006372,a.name,monsere,,,,,,,मोन्सेरे
SN006373,be.downcast; be.depressed,mopt,,,,,,,झोक्रिनु
SN006374,overrun; swarm.in/on/to; surround,LX001850,,,,,,,ढाक्नु; (ठाउँ/चिजमा) झुम्मिनु; घेर्नु
SN006375,cover; overlay,mor,,,,,,,मोर्नु
SN006376,a.place,LX001851,,,,,,,चुलो माथिको सामान राख्ने ठाउँ
SN006377,corpse; fool,moro,,,,,,,मोरो
SN006378,soft,mosokmosok,,,,,,,नरम
SN006379,a.name,mosunte,,,,,,,मोसुन्ते
SN006380,a.nickname,mosuwali,,,,,a person who has applied black powder to his face,,मोसो दलेको
SN006381,approximately; largely,motamoti,,,,,,,मोटामोटी
SN006382,fat,moto,,,,,,,मोटो
SN006383,brother.in.law,LX001852,,,,,husband's younger brother,,देवर
SN006384,sister.in.law,LX001853,,,,,husband's younger sister,,नन्द
SN006385,fatso,motu,,,,,,,मोटु
SN006386,there,LX001854,,,,,,,
SN006387,a.kind.of.flower,muccip,,,,,,,मुच्चिप
SN006388,case; trial,mudda,,,,,,,मुद्दा
SN006389,punch,mudki,,,,,,,मुड्की
SN006390,log; stool,mudha,,,,,,,मुढा
SN006391,a.place,muga,,,,,Muga,ठाउँको नाम,मुँगा
SN006392,that.much,LX001855,,,,,,,त्यति
SN006393,beautiful,muimuimui,,,,,,,
SN006394,skirt.gathering,muja,,,,,,,मुजो
SN006395,a.name,mujalni,,,,,,,मुजेल्नी
SN006396,cunt,muji,,,,,,,मुजी
SN006397,hand; arm,muk,,,,,,,हात
SN006398,ring,mukcikip,,,,,,,औठी
SN006399,citron,mukkuli,,,,,,,बिमिरो
SN006400,main; chief,mukkhe,,,,,,,मुख्य
SN006401,echo,mukma,,,,,,,प्रतिध्वनी
SN006402,storm; hurricane,muksuwa,,,,,,,हुरी; आँधी
SN006403,be.heard; be.audible; give.a.sound,mukt,,,,,,,सुनिनु
SN006404,sufficient; plentiful; enough,mukta,,,,,,,मुक्त
SN006405,a.name,mukti,,,,,female name,,मुिक्त
SN006406,deliverance.from.rebirth; salvation,LX001856,,,,,,,मुक्ति
SN006407,mouth; face; appearance; beak,mukh,,,,,,,मुख
SN006408,swollen,LX001857,,,,,,,
SN006409,burn.with.hot.water,mul,,,,,,,
SN006410,root; source; origin; spring,LX001858,,,,,,,मुल
SN006411,radish; radishhead,mula,,,,,frequently used as an insult,,मुला
SN006412,main.village,LX001859,,,,,,,मुलगाउँ
SN006413,a.place,mulghat,,,,,,,मुलघाट
SN006414,country; land; district; jurisdiction,muluk,,,,,,,मुलुक्
SN006415,a.nickname,mulukke,,,,,,,मुलुक्के
SN006416,knowledge,muluwa,,,,,,,ज्ञान; बुद्धि
SN006417,evaluation,LX001860,,,,,,,मुलयाङकन
SN006418,collect; gather; bend,mums,,,,,e.g. wood or bamboo,,जम्मा गर्नु; नुगाउनु; नुहाउनु; निहुराउनु
SN006419,a.name,muna,,,,,female name,,
SN006420,pheasant,munal,,,,,Himalayan pheasant; kind of bird,,मुनाल
SN006421,forgetful,munce,,,,,,,बिर्सिने
SN006422,a.nickname,munci,,,,,,,मुन्ची
SN006423,a.kind.of.dish,muncurup,,,,,a dish made from chicken feathers,,कुखुराको भुत्लाहरू पोलेर बनाइएको एक प्रकारको छोप
SN006424,forget,mund,,,,,,,बिर्सनु
SN006425,forget.to,LX001861,"shares P/T/G with embedded transitive verb, takes embedded intransitive verb as full P",,,,,,बिर्सनु
SN006426,earring; small.ring,mundri,,,,,,,मुन्द्रि
SN006427,mundhum,mundum,,,,,the religious oral tradition of the Kiranti people,"किरातीहरूको धर्म, रीति-रिवाज, संस्कार निर्देशन गर्ने मौखिक परम्परा",मुन्धुम
SN006428,mundhum.chantress,LX001862,,,,,,,मुन्धुम गाउने (आइमाई)
SN006429,mundhum.chanter,LX001863,,,,,,,मुन्धुम गाउने (पुरुष)
SN006430,goat,mune,,,,,,,मुने
SN006431,below; underneath,muni,,,,,,,मुनि
SN006432,shawl,LX001864,,,,,,,पछेउरा
SN006433,that.much,LX001865,,,,,,,त्यतिकै
SN006434,create; give.birth,muns,,,,,,,जन्माउनु
SN006435,a.name,muntala,,,,,,,मुन्तला
SN006436,a.deity,LX001866,,,,,goddess of luck ; mundhum.chanter,बुढाहाङलाई सम्बोधन गर्ने शब्द ।,भाग्यको मुख्य भगवान
SN006437,a.deity,munteswori,,,,,,,मुन्टेश्वरी
SN006438,downwards; below,-muntira,,,,,,,मुन्तिर
SN006439,head; sprout,munto,,,,,,,मण्टो
SN006440,a.nickname,munu,,,,,,,मुनु
