ID,Language_ID,Headword,Part_Of_Speech,Alternative_Pronounciation,Citation_Form,Etymology,Language,Question,Register,Regular_Allomorphs,Valency
khemd,ctn,khemd,vi,,khemma,,C,,,khem,
khemma,ctn,khemma,n,,,,C,,,,
khems,ctn,khems,vt,,khemma,,C,,,khem,A-ERG P-NOM V-a(A).o(P)
khen,ctn,khen,n,,khencomma,,C,,ritual,,
khencomma,ctn,khencomma,n,,,,C,,,,
LX001426,ctn,kheŋkheŋkheŋ,adv,,kheŋkheŋkheŋwa,,C,exact semantics remains to be established,,,
LX001427,ctn,kheŋkheŋla,adv,,kheŋkheŋlawa,,C,,,,
LX001428,ctn,kheŋreŋ,adv,,,,C/N,,,,
LX001429,ctn,kheŋs,vt,,kheŋma,,C,,,kheŋ,A-ERG P-NOM V-a(A).o(P)
khep,ctn,khep,n,kheppi ; khepi,,,N,,,khepp,
khept,ctn,khept,vi,,khepma,,C,,,khep,S-NOM(1) V-s(S)
LX001430,ctn,khept,vt,,khepma,,C,,,khep,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001431,ctn,khept,vt,,khepma,,C,,,khep,A-ERG(1) P-NOM V-a(A).o(P)
LX001432,ctn,khept,vi,,,,C,,,khep,S-NOM V-s(S)
kher,ctn,kher,n,kheri,,,N,,,,
-kheri,ctn,-kheri,gm,,,,N,,,,
khet,ctn,khet,vt,khei,kheiʔma,,C,,,khed ; kheʔ ; kheiʔ ; khec ; khes,A-ERG P-NOM V-a(A).o(P)
LX001433,ctn,khet,n,,,,N,,,,
khetalo,ctn,khetalo,n,khetale ; khetala,,,N,,,,
kheti,ctn,kheti,n,khetipati ; kheta,,,N,,,,
khett,ctn,khett,vt,,,,C,,,kheiʔ ; kheʔ ; khec ; khes,A-ERG P-NOM V-a(A).o(P)
kheute,ctn,kheute,n,,,,N,,,,
khewa,ctn,khewa,n,,,,N,,,,
LX001434,ctn,kheʔlaŋpeti,n,khellaŋpeti,,,C,,,,
khi,ctn,khi,n,,,,C,,,,
LX001435,ctn,khi,vi,,khima,,C,,,khiy,S-NOM V-s(S)
khic,ctn,khic,vt,,khicnu,,N,,,,
khical,ctn,khical,vt,kich,,,C/N,,,,
khiccire,ctn,khiccire,n,khicciri,,,C/N,,,,
LX001436,ctn,khideŋmik,n,khideŋma ; khidoŋmi ; khidoŋmik ; khidoŋma,,,C,,,,
khijaune,ctn,khijaune,adj,,,,N,,,,
khikkhikkhik,ctn,khikkhikkhik,adv,,khikkhikkhikwa,,C,,,,
LX001437,ctn,khikoʔwa,n,koʔwa,,,C,,,,
khil,ctn,khil,n,,,,N,,,,
LX001438,ctn,khil,n,,,,N,,,,
khim,ctn,khim,n,,,,C,,,,
khimbiri,ctn,khimbiri,n,,,,C,,,,
khimchoku,ctn,khimchoku,n,,,,C,,,,
khimlawa,ctn,khimlawa,n,,,,C,,,,
khimsurima,ctn,khimsurima,n,khimsuri,,,C,,,,
khinauti,ctn,khinauti,n,khinauri,,,NN,,,,
khinci,ctn,khinci,n,,,,C,,,,
LX001439,ctn,khinci,n,,,,C,,,,
khip,ctn,khip,n,,,,N,,,,
LX001440,ctn,khip,vt,,khipnu,,N,,,,
khipkhipkhip,ctn,khipkhipkhip,adv,,khipkhipkhipwa,,C,more precise semantics remains to be established,,,
LX001441,ctn,khipmaŋ,n,,,,C,,,,
khipt,ctn,khipt,vt,,khipma,,B/C,,Sambugaũ,khip,A-ERG P-NOM V-a(A).o(P)
LX001442,ctn,khiribuŋ,n,,,,C,,,,
khirikok,ctn,khirikok,n,,,Nep. खिर ‘rice pudding’ + Chintang kok ‘cooked rice’,C/N,,,,
khirra,ctn,khirra,n,,,,N,,,,
khit,ctn,khit,vt,,khitma,,B,,,khir,
khititi,ctn,khititi,adv,,khititiwa,,C,,,,
LX001443,ctn,khiũwa,n,,,,N,,,,
khiwa,ctn,khiwa,n,,casum khiwa,,C,,ritual,,
khiwachakkhacha,ctn,khiwachakkhacha,n,khiwacha ; khiwachakhacha ; khiwachakkha,taŋwachakkhacha khiwachakkhacha,,C,,ritual,,
khiwama,ctn,khiwama,n,khiwawa,,,N,,,,
khiwari,ctn,khiwari,n,,,,C,,,,
khiya,ctn,khiya,n,,,,N,,,,
khiyak,ctn,khiyak,sound,,,,C,,,,
khiyau,ctn,khiyau,vt,khi,khiyaunu,,N,,,khiyaũ ; khiya ; khiy,
LX001444,ctn,-khiʔ,gm,-khi ; -kkhi,,,C,,,,
LX001445,ctn,-khiʔnɨŋ,gm,-khiniŋ ; -khinnɨŋ ; -khinɨŋ ; -khitnuŋ ; -khitnɨŋ,,,C,,,,
LX001446,ctn,-khiʔya,gm,-kheʔya ; -khia ; -khiya ; -khiyã,,,C,,,,
LX001447,ctn,khɨcɨŋ,n,khicɨŋ ; khucuŋ ; khucɨŋ ; khɨcuŋ ; khuccuŋ,,,C,,,,
LX001448,ctn,khɨddɨpkhɨddɨp,adv,khɨddɨpdɨp ; khɨyɨpkhɨyɨp,,,C,,,,
LX001449,ctn,khɨiʔpa,sound,,,,C,,,,
LX001450,ctn,khɨkcalek,n,khɨkpaŋle,,,C,,,,
LX001451,ctn,khɨkcɨkcɨk,adv,,khɨkcɨkcɨkwa,,C,,,,
LX001452,ctn,khɨkkhaŋ,n,khukkhaŋ ; khukhaŋ ; khɨkhaŋ,,,C,,,,
LX001453,ctn,khɨklɨŋkhɨklɨŋ,adv,khɨklɨŋlɨŋ,,,C,,,,
LX001454,ctn,khɨkt,vi,,khɨkma,,C,,,khɨk,S-NOM V-s(S)
LX001455,ctn,khɨkʔcɨwa,adj,,,,C,,,,
LX001456,ctn,khɨleiʔkhɨleiʔ,adv,,,,C,,,,
LX001457,ctn,khɨnd,vi,,khɨĩma,,C,,,khɨĩ ; khɨn,S-NOM(1) V-s(S)
LX001458,ctn,khɨnd,vt,,khɨĩma,,C,,,khɨĩ ; khɨn,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001459,ctn,khɨntɨrɨkrɨk,adv,,,,C,,,,
LX001460,ctn,khɨŋs,vt,,khɨŋma,,C,relation to mil- remains to be established,,khɨŋ,
LX001461,ctn,khɨpkhɨpkhɨp,adv,,khɨpkhɨpkhɨpwa,,C,,,,
LX001462,ctn,khɨrɨrɨ,adv,,khɨrɨrɨwa,,C,,,,
LX001463,ctn,khɨrokro,adv,,khɨrokrowa,,C,,,,
LX001464,ctn,khɨs,vt,,khɨma,,C,,,khɨ,
LX001465,ctn,khɨsop,sound,,,,C,,,,
LX001466,ctn,khɨtaŋtaŋ,adv,khitaŋtau,khɨtaŋtaŋwa,,C,,,,
LX001467,ctn,khɨtɨtɨ,adv,,khɨtɨtɨwa,,C,,,,
LX001468,ctn,khɨtoppa,n,,,,B,,,,
LX001469,ctn,khɨtt,vt,,khɨiʔma,,C,,,khɨʔ ; khɨiʔ ; khɨc ; khɨs,A-ERG G-NOM T-ERG V-a(A).o(G)
LX001470,ctn,khɨyɨpsi,n,,,,C,,,,
LX001471,ctn,khɨ̃ʔ,interj,hũʔ,,,C,,,,
kho,ctn,kho,pro,,,,B,,,,
LX001472,ctn,khobbusuŋ,n,,,"khuwa ‘wound’ + busuŋ (var. of busum, cf. buklum/bukluŋ) ‘crust’?",C,,,,
LX001473,ctn,khõc,n,khoc ; khoj ; khõj ; khũj,,,N,,,,
khoceli,ctn,khoceli,n,,,,N,,,,
khoci,ctn,khoci,pro,,,,B,,,,
LX001474,ctn,khocoiʔ,n,khocoi ; khocek,,,C,,,,
khodal,ctn,khodal,vt,khotal,khodalnu,,N,,,,
LX001475,ctn,khodapdaʔwa,interj,,,,C,,,,
khoi,ctn,khoi,interj,khai ; kho ; khoiʔ ; koi,,,N,,,,
LX001476,ctn,khoiʔkhoiʔkhoiʔ,adv,,khoiʔkhoiʔkhoiʔwa,,C,the exact semantics of this entry remains to be established,,,
khoj,ctn,khoj,vt,,khojnu,,N,,,,
khok,ctn,khok,vi,,khoknu,,N,,,,
khokborokro,ctn,khokborokro,adv,,,,C,,,,
khokcalek,ctn,khokcalek,n,khokcarek,,,C,,,,
LX001477,ctn,khokceiʔceiʔ,adv,,khokceiʔceiʔwa,,C,,,,
LX001478,ctn,khokcɨk,n,,,,C,,,,
khokdiyepma,ctn,khokdiyepma,n,khokdepma,,,C,,,,
khoki,ctn,khoki,n,,,,N,,,,
khokkuma,ctn,khokkuma,n,,,,C,,,,
khokkhoklari,ctn,khokkhoklari,adv,khok,,,C,,,,
khokkhokpa,ctn,khokkhokpa,n,,,,N,,,,
khoklekkhoklek,ctn,khoklekkhoklek,adv,khoklekle,,,C,,,,
khokro,ctn,khokro,adj,khoʔkro,,,N,,,,
khoksi,ctn,khoksi,n,,,,C,,,,
khokt,ctn,khokt,vi,,khokma,,C,,,khok,S-NOM(1) V-s(S)
LX001479,ctn,khokt,vt,,khokma,,C,,,khok,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
khoku,ctn,khoku,n,khokku,,,N,,,,
khol,ctn,khol,vt,kholi,kholnu,,N,,,,
LX001480,ctn,khol,n,,,,N,,,,
khola,ctn,khola,n,,,,N,,,,
LX001481,ctn,khola,n,,,,C,,,,
kholakhi,ctn,kholakhi,n,,,,C,,,,
khole,ctn,khole,n,,,,N,,,,
kholek,ctn,kholek,sound,,,,C,,,,
kholma,ctn,kholma,n,,,,C,,,,
kholokkholok,ctn,kholokkholok,adv,,,,C,,,,
khololo,ctn,khololo,adv,,khololowa,,C,,,,
kholsi,ctn,kholsi,n,,,,N,,,,
khombe,ctn,khombe,adv,,,,Chɨlɨŋ,,,,
LX001482,ctn,khomburɨŋ,n,,,,C,,,,
khomd,ctn,khomd,vt,,khomma,,C,,,khom,A-ERG P-NOM V-a(A).o(P)
LX001483,ctn,khomd,vt,,khomma,,C,,,khom,
khoms,ctn,khoms,vi,,khomma,,C,,,khom,S-NOM(1) V-s(S)
LX001484,ctn,khoms,vt,,khomma,,C,,,khom,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
khonapetek,ctn,khonapetek,n,,,,C,,,,
LX001485,ctn,khonceŋkhonceŋ,adv,,,,C,this entry is based on one attestation. Precise meaning remains to be established.,,,
khond,ctn,khond,vi,,khoĩma-tama,,C,,,khoĩ ; khon,S-NOM V-s(S)
LX001486,ctn,khond,vt,khoi,khoĩma,,C,,,khoĩ ; khon,S-NOM V-a(3s).o(S)
LX001487,ctn,khond,vi,,,,Chɨlɨng,,,,
LX001488,ctn,khoŋgi,n,khoŋgima,,,C,,,,
LX001489,ctn,khoŋkikhoŋ,adv,,,,C,,,,
LX001490,ctn,khoŋkhoŋ,adv,,,,C/N,,,,
LX001491,ctn,khoŋma,n,,,,C,,,,
LX001492,ctn,khoŋs,vt,,khoŋma,,C,,,khoŋ,A-ERG P-NOM V-a(A).o(P)
LX001493,ctn,khoŋsɨŋ,n,khuŋsuŋ ; khoŋsuŋ,,,C,,,,
khop,ctn,khop,n,,,,C,,,,
LX001494,ctn,khop,vt,,khopnu,,N,,,,
LX001495,ctn,khop,vt,,,,C,,,khob,A-ERG G-NOM T-ERGT V-a(A).o(G)
khopa,ctn,khopa,n,,,,N,,,,
khopadi,ctn,khopadi,n,khopdi ; khopri,,,N,,,,
LX001496,ctn,khopcoŋ,adv,,khopcoŋ khapcoŋ,,C,it remains to be established whether this form is really a binomial or a unit cf. khopcoŋkhapcoŋ,ritual,,
khopi,ctn,khopi,n,khop ; khoppi,,,N,,,,
khopilta,ctn,khopilta,n,,,,N,,,,
khoplokkhaplok,ctn,khoplokkhaplok,interj,khaplakkhoplok ; khaplakkhupluk,,,C,,,,
khoppa,ctn,khoppa,n,,,,C,,,,
khoppari,ctn,khoppari,n,khopari,,,C/N,,,,
khoppi,ctn,khoppi,n,,,,C/N,,,,
khopra,ctn,khopra,n,,,,N,,,,
khopt,ctn,khopt,vi,,khopma,,C,,,khop,S-NOM(1) V-s(S)
LX001497,ctn,khopt,vt,,khopma,,C,,,khop,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
khor,ctn,khor,n,,,,N,,,,
LX001498,ctn,khor,interj,,,,C,,,,
khorek,ctn,khorek,n,khore ; khoreʔ,,,C,,,,
LX001499,ctn,khorleŋ,interj,,,,C,Precise meaning and POS is not clear,,,
khorok,ctn,khorok,sound,,,,C,,,,
khorokrok,ctn,khorokrok,adv,khorokro ; khorokkhorok,khorokrokwa,,C,,,,
-khorom,ctn,-khorom,gm,,,,C,,,,
khorompa,ctn,khorompa,n,,,,N,,,,
khororo,ctn,khororo,adv,,khororowa,,C,,,,
khos,ctn,khos,vt,,khoma,,C,,,kho,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001500,ctn,khos,vt,,khosnu,,N,,,,
khosekkhosek,ctn,khosekkhosek,adv,,,,C,,,,
khosela,ctn,khosela,n,,,,N,,,,
khosokkhosok,ctn,khosokkhosok,interj,,,,C,,,,
khosopkhosop,ctn,khosopkhosop,adv,,,,C,,,,
khosopomo,ctn,khosopomo,adv,sopomo,khosopomo cekt-,,C,,,,
khosowo,ctn,khosowo,pro,,,,B,,,,
khosta,ctn,khosta,n,khosto,,,N,,,,
LX001501,ctn,khotaŋ,n,khottaŋ,,,N,,,,
khoti,ctn,khoti,adj,,,,N,,,,
LX001502,ctn,khotlaŋ,n,khoʔlaŋ ; khollaŋ,,,C,,,,
khototo,ctn,khototo,adv,khotoktowa ; khetektekwa ; khitiktikwa,khototowa,,C,,,,
khott,ctn,khott,vt,,khoiʔma,,C,,,khoʔ ; khoiʔ ; khoc ; khos,A-ERG P-NOM V-a(A).o(P)
LX001503,ctn,khott,vt,,khoiʔma,,B/C,,,khoʔ ; khoiʔ ; khoc ; khos,A-ERG G-NOM T-NOM V-a(A).o(G)
khottik,ctn,khottik,adv,khattik,,,C,,,,
khoya,ctn,khoya,n,,,,N,,,,
LX001504,ctn,khoʔwa,n,,,,C,,,,
LX001505,ctn,khuciŋ,interj,khicciu,,,N,,,,
LX001506,ctn,khũda,n,khuda ; khura,,,N,,,,
khudi,ctn,khudi,n,,,,C,,,,
LX001507,ctn,khudi,n,,,,C,,,,
khudo,ctn,khudo,n,,,,N,,,,
khuile,ctn,khuile,adj,,,,C,,,,
LX001508,ctn,khuiʔpa,interj,khuiʔ ; ukhuiʔ,,,C,,,,
LX001509,ctn,khukaĩ,n,,,,C,,,,
khukkhuk,ctn,khukkhuk,adv,,,,C,the exact manner of coughing (e.g. repeatedly) is unclear.,,,
khuklukkhukluk,ctn,khuklukkhukluk,adv,,,,C,,,,
khukmami,ctn,khukmami,n,,,,C,,ritual,,
LX001510,ctn,khuktaŋ,n,,,,C,,,,
khukulo,ctn,khukulo,adj,khokulo ; khoklo,,,N,,,,
khukuri,ctn,khukuri,n,,,,N,,,,
khul,ctn,khul,vi,,khulnu,,N,,,,
khula,ctn,khula,adj,,,,N,,,,
khulasta,ctn,khulasta,adj,,,,N,,,,
khulittai,ctn,khulittai,adv,khulittʌi ; khulitta,,,N,,abusive,,
khulk,ctn,khulk,vt,,khulkinu,,N,,,khulka,
khulke,ctn,khulke,adj,,,,N,,,,
khuma,ctn,khuma,n,khumal,,,C,,,khum,
khumbuli,ctn,khumbuli,n,,,,C/N,,,,
khumci,ctn,khumci,vi,,khumcinu,,N,,,khumc,
khumdi,ctn,khumdi,n,khumdima,,,C,,,,
khums,ctn,khums,vt,,khumma,,C,,,khum,A-ERG P-NOM V-a(A).o(P)
LX001511,ctn,khuŋcha,n,,,,C,,,,
khup,ctn,khup,adv,khub,,,N,,,,
khupmi,ctn,khupmi,n,,,,C,,,,
khupt,ctn,khupt,vt,,khupma,,C,,,khup,A-ERG P-NOM V-a(A).o(P)
LX001512,ctn,khupt,vt,khuʔ,khupma,,C,,,khup,A-ERG P-NOM V-a(A).o(P)
LX001513,ctn,khupt,vt,,khupma,,B/C,,,khup,A-ERG P-NOM V-a(A).o(P)
khur,ctn,khur,vi,,khuma,,C,,,khu,S-NOM(1) V-s(S)
LX001514,ctn,khur,vt,,khuma,,C,,,khu,A-ERG(2) G-LOC T-NOM(1) V-a(A).o(T)
LX001515,ctn,khur,vi,,khuma,,C,,,khu,S-NOM(2) V-s(S)
LX001516,ctn,khur,vi,,phok-khuma,,C,,,khu,S-NOM V-s(S)
LX001517,ctn,khur,n,,,,N,,,,
khurkau,ctn,khurkau,vt,,khurkaunu,,N,,,khurka ; khurk,
khurkilo,ctn,khurkilo,n,khutkilo,,,N,,,,
khurpa,ctn,khurpa,n,,,,N,,,,
khurukka,ctn,khurukka,interj,khurukkharuk,,,N,,,,
khurukhuru,ctn,khurukhuru,adv,,,,C,,,,
khururu,ctn,khururu,adv,,khururuwa,,C,"mainly used for objects, according to some informants also for animate beings",,,
khus,ctn,khus,n,,,,N,,,,
khuse,ctn,khuse,n,khusa,,,N,final -e could be a nickname.,,,
khusi,ctn,khusi,adj,,,,N,,,,
LX001518,ctn,khusi,n,khus,,,N,,,,
LX001519,ctn,khusuiʔkhusuiʔ,adv,khusuiʔsuiʔ,,,C,,,,
LX001520,ctn,khusuiʔsuiʔ,adv,,khusuiʔsuiʔwa,,C,,,,
khut,ctn,khut,vt,,khutnu,,N,,,,
khutiti,ctn,khutiti,adv,,khutitiwa,,C,,,,
khutra,ctn,khutra,n,,,,N,,,,
khutruke,ctn,khutruke,n,,,,N,,,,
khutt,ctn,khutt,vt,,kha-khuiʔma,,C,,,khuʔ ; khuiʔ ; khuc ; khus,
LX001521,ctn,khutt,vi,,kha-khuiʔma,,C,,,khuʔ ; khuiʔ ; khuc ; khus,S-NOM V-s(S)
LX001522,ctn,khutt,vt,,khuiʔma,,C,,,khuʔ ; khuiʔ ; khuc ; khus,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001523,ctn,khutt,vt,,khuiʔma,,C,,,khuʔ ; khuiʔ ; khuc ; khus,A-ERG G-NOM T-NOM V-a(A).o(G)
-khutt,ctn,-khutt,v2,,,,C,,,-khuʔ ; -khuiʔ ; -khuc ; -khus,A-ERG G-NOM T-NOM(1) V-a(A).o(G)
khutteswori,ctn,khutteswori,n,,,,N,,,,
khutti,ctn,khutti,n,,,,N,,,,
khutto,ctn,khutto,n,khutte ; khutta ; khata,,,N,,,,
khuwa,ctn,khuwa,n,,,,C,,,,
khuwakhen,ctn,khuwakhen,n,,khuwakhen taptikhen,,C,,ritual,,
khuwami,ctn,khuwami,vt,,khuma,,C,,ritual,,
LX001524,ctn,khuwaŋ,n,,,,C,,,,
khuwau,ctn,khuwau,vt,,khuwaunu,,N,,,khuwa,
khwamma,ctn,khwamma,adv,khowamma ; khowamm,,,N,,,khwamm,
khwap,ctn,khwap,adv,khwappa ; khowap ; khuwap ; kwapp ; kuwapp ; kuwappa,,,N,,,,
khwappa,ctn,khwappa,adv,khuwappa,,,N,,,,
khwatta,ctn,khwatta,adv,khawatta ; khuwatta,,,N,,,,
khyal,ctn,khyal,n,khel ; khyal.khyal,,,N,,,,
la,ctn,la,n,,,,N,,,,
LX001525,ctn,la,vt,lag,lanu,,N,,,,
-la,ctn,-la,v2,,,,C,,,-l ; -li ; -liy,
LX001526,ctn,-la,gm,,,,N,,,-l,
labuwa,ctn,labuwa,n,,,,C,,,,
lacchi,ctn,lacchi,n,,,,N,,,,
lacchin,ctn,lacchin,n,,,,N,,,,
lacchuman,ctn,lacchuman,n,laksmaŋ ; lacuman ; lachiman ; lachuman,,,N,,,,
LX001527,ctn,lacheiʔma,n,,,,N,see INT_MXR.1040,,,
lachuman,ctn,lachuman,n,lacchu ; laʔchu,,,N,,,,
lad,ctn,lad,vi,lar,ladnu,,N,,,,
LX001528,ctn,lad,vi,larnu,ladnu,,N,,,,
ladai,ctn,ladai,n,laddi,,,N,,,,
ladipma,ctn,ladipma,n,,,,B,,,,
lag,ctn,lag,vt,,lagnu,,N,,,,
LX001529,ctn,lag,vi,,lagnu,,N,,,,
LX001530,ctn,lag,vt,,lagnu,,N,,,,
lagaet,ctn,lagaet,gm,,,,N,,,,
lagai,ctn,lagai,adj,lai,,,N,,,,
lagan,ctn,lagan,n,,,,N,,,,
lagani,ctn,lagani,n,,,,N,,,,
lagar,ctn,lagar,vt,,lagarnu,,N,,,,
lagatai,ctn,lagatai,adv,,,,N,,,,
lagatar,ctn,lagatar,adv,lagattai,,,N,,,,
lagau,ctn,lagau,vt,,lagaunu,,N,,,laga ; lag,
LX001531,ctn,lagau,gm,,lagaunu,,N,,,laga,
lagauti,ctn,lagauti,n,,,,C/N,,,,
lagbhag,ctn,lagbhag,adv,,,,N,,,,
-lagi,ctn,-lagi,gm,,,,N,,,,
lagipar,ctn,lagipar,vi,lagipor,lagiparnu,,N,,,,
laglagai,ctn,laglagai,adv,,,,N,,,,
lagu,ctn,lagu,adj,,,,N,,,,
LX001532,ctn,lagu,n,lago,lagu bhagu,,N,,,,
lahailahai,ctn,lahailahai,interj,lahilahi,,,N,,,,
lahajane,ctn,lahajane,n,lohojane,,,N,,,,
lahar,ctn,lahar,n,,,,N,,,,
lahara,ctn,lahara,n,laharaluhuri,,,N,,,,
lahare,ctn,lahare,adv,laharai ; lahari,,,N,,,,
lahari,ctn,lahari,n,lahar,,,N,,,,
lahure,ctn,lahure,n,laure,,,N,,,,
lai,ctn,lai,interj,,,,N,,,,
-lai,ctn,-lai,gm,,,,N,,,,
laiberi,ctn,laiberi,n,laibreri,,,E,,,,
laija,ctn,laija,vt,,laijanu,,N,,,,
lain,ctn,lain,n,,,,E,,,,
laiph,ctn,laiph,n,,,,E,,,,
laisens,ctn,laisens,n,,,,E,,,,
lait,ctn,lait,n,,,,E,,,,
laitar,ctn,laitar,n,,,,E,,,,
laj,ctn,laj,n,,,,N,,,lajj,
lajau,ctn,lajau,vi,,lajaunu,,N,,,laja ; laj,
lak,ctn,lak,n,laʔ,,,C,,,,
lakathakma,ctn,lakathakma,n,,,,C,,,,
lakchami,ctn,lakchami,n,lachami ; laʔchami,,,C,,,,
lakkaluma,ctn,lakkaluma,n,,,,C,,,,
lakkano,ctn,lakkano,n,lakkana,,,N,,,,
lakkariphakkari,ctn,lakkariphakkari,adv,,,,N,exact meaning of this entry remains to be established,,,
lakkisa,ctn,lakkisa,n,,,,C,,,,
LX001533,ctn,lakkhanuchayaŋ,adv,,,,C,these could be two independent words.,,,
laklak,ctn,laklak,n,,,,C,,,,
laklaklak,ctn,laklaklak,adv,laklaklawa,laklaklakwa,,C,,,,
laksmi,ctn,laksmi,n,lachimi ; lakchimi,,,N,,,,
LX001534,ctn,laksmi,n,lachimi ; lakchimi,,,N,,,,
lakt,ctn,lakt,vi,,lakma,,C,,,lak,S-NOM(1) V-s(S)
LX001535,ctn,lakt,vt,,lakma,,C,,,lak,A-ERG G-NOM T-NOM(1) V-a(A).o(G); A-ERG G-NOM T-ERG(1) V-a(A).o(G)
lakh,ctn,lakh,n,,,,N,,,,
lakhar,ctn,lakhar,n,,,,N,,,,
lakhdhoje,ctn,lakhdhoje,n,,,,N,,,,
LX001536,ctn,lakheĩ,interj,lakhei ; lakhes ; lakkhas ; lakhe ; lekhei,,,C,,,,
lakhman,ctn,lakhman,n,,,,C,,,lakh,
lal,ctn,lal,n,,,,N,,,,
lalala,ctn,lalala,interj,hũhũhũ ; lah ; lai ; lololo ; nana ; nunini ; nununu,,,C,,,,
lalcane,ctn,lalcane,n,,,,N,final -e could be a nicknamer.,,,
lalgadh,ctn,lalgadh,n,lalgad,,,N,,,,
lali,ctn,lali,adj,,,,N,,,,
lalita,ctn,lalita,n,lalit,,,N,,,,
lalmohar,ctn,lalmohar,n,,,,N,,,,
lam,ctn,lam,vt,,lamma,,C,,,,
LX001537,ctn,lam,vt,,lamma,,B,,,,
lam-,ctn,lam-,vt,,lam-taiʔma,,C,,,,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001538,ctn,lam-,vi,,lam-thumma,,C,,,,S-NOM V-s(S)
LX001539,ctn,lam-,vt,,lam-paŋma,,C,,,,A-ERG G-LOC T-NOM V-a(A).o(T)
-lam,ctn,-lam,gm,,,,C,,,,
lama,ctn,lama,n,,,,N,,,,
lambu,ctn,lambu,n,lam,,,C,,,,
lambu_lambu,ctn,lambu lambu,adv,lam,,,C,,,,
lamebagar,ctn,lamebagar,n,,,,N,,,,
lamghore,ctn,lamghore,n,,,,N,final -e could be a nicknamer.,,,
lamkera,ctn,lamkera,adv,,,Nep. लम्कनु ‘stretch out’,N,,,,
lamkhutte,ctn,lamkhutte,n,,,,N,,,,
LX001540,ctn,lamloĩwa,n,,soloĩwa lamloĩwa,,C,,ritual,,
LX001541,ctn,lamloŋma,n,lamlokma,,,C,,,,
lamma,ctn,lamma,n,,,,C,,,,
lamo,ctn,lamo,adj,,,,N,,,,
lams,ctn,lams,vt,,lamma,,C,So far only attested in combination with the V2 -thapt. It could be a bipartite.,,lam,
lamsuri,ctn,lamsuri,n,,goduri lamsuri,,C,,ritual,,
lamtakma,ctn,lamtakma,n,,,,C,,,,
lamti,ctn,lamti,n,,,,N,,,,
lamtumpa,ctn,lamtumpa,n,,,,C,,,,
lance,ctn,lance,n,,,,N,final -e could be a nicknamer.,,,
land,ctn,land,vi,,laĩma,,C,,,laĩ ; lan,S-NOM V-s(S)
LX001542,ctn,land,vi,,wa-laĩma,,C,,,laĩ ; lan,S-NOM(1) V-s(S)
LX001543,ctn,land,vt,,wa-laĩma,,C,,,laĩ ; lan,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
lant,ctn,lant,n,,,,N,,,,
lanti,ctn,lanti,n,,,,N,exact meaning and use remains to be established,,,
LX001544,ctn,laŋ,n,,,,C,,,,
LX001545,ctn,laŋghana,adv,,,,C,,,,
LX001546,ctn,laŋka,n,,laŋka heŋka,,C,,ritual,,
LX001547,ctn,laŋka,adj,laŋkarak ; laŋkaraŋ ; laŋkaru,,,C,relation between these two senses remains unclear.,,,
LX001548,ctn,laŋkarauʔwa,adv,laŋkarak,,,N,,,,
LX001549,ctn,laŋkok,n,,,,C,,,,
LX001550,ctn,laŋkuri,n,,,,B,,,,
LX001551,ctn,laŋkusi,n,,,,C,,,,
LX001552,ctn,laŋkhotte,n,,,,C,,,,
LX001553,ctn,laŋkhotti,adj,,,,C,,,,
LX001554,ctn,laŋli,n,,,,C,,,,
LX001555,ctn,laŋs,vt,,laŋma,,C,,,laŋ,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001556,ctn,laŋsuri,n,,goduri laŋsuri,,C,,ritual,,
LX001557,ctn,laŋtĩ,gm,laŋti ; laŋto ; laŋtoŋ ; loŋtoŋ ; yaŋtoŋ ; yoŋtoŋ,,,C,,,,
LX001558,ctn,-laŋtĩ,gm,,,,C,,,,
LX001559,ctn,laŋtoŋkha,n,,,,C,,,,
LX001560,ctn,laŋwa,n,laũwa,,,C,,,,
LX001561,ctn,laŋwarak,n,,,,C,,dated,,
lap,ctn,lap,vt,,lapma,,C,,,lab ; laʔ,A-ERG P-NOM V-a(A).o(P)
-lap,ctn,-lap,v2,,,,C,,,-lab,
laparbahi,ctn,laparbahi,n,,,,N,,,,
lapma,ctn,lapma,n,,,lap- 'seize' + -ma [INF],C,,,,
lapsi,ctn,lapsi,n,,,,N,,,,
lapt,ctn,lapt,vt,laʔ ; lab,lapma,,C,Valency remains to be established,,lap,A-ERG P-NOM V-a(A).o(P)
LX001562,ctn,lapt,vi,,lapma,,C,,,lap,S-NOM V-s(S)
LX001563,ctn,lapt,vi,,lapma,,C,,,lap,S-NOM(1+2) V-s(S)
LX001564,ctn,lapt,vt,,lapma,,C,,,lap,A-ERG(1) P-NOM(2) V-a(A).o(P)
LX001565,ctn,lapt,vt,,lapma,,C,,,lap,A-ERG O-NOM INF V-a(A).o(O); S-NOM INF V-s(S)
LX001566,ctn,lapt,vt,,lapma,,C,,,lap,A-ERG P-NOM(1) V-a(A).o(P)
